Emotions,Path,Duration
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_keep_angry.wav,1.555378061767838
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_keg_angry.wav,1.4403211272220857
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_kick_angry.wav,1.6513885475546817
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_kill_angry.wav,1.5000819202097158
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_king_angry.wav,1.662816416810027
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_kite_angry.wav,1.4924633407061523
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_knock_angry.wav,1.8046612599328253
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_late_angry.wav,1.6733022036536414
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_laud_angry.wav,1.6577373638076514
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_lean_angry.wav,1.6228803145736053
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_learn_angry.wav,1.5158515605799951
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_lease_angry.wav,1.6813303842057836
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_lid_angry.wav,1.4135741787498977
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_life_angry.wav,1.6250102400262145
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_limb_angry.wav,1.6209551896452854
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_live_angry.wav,1.5974031293520112
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_loaf_angry.wav,1.679651019906611
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_long_angry.wav,1.7242565740968296
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_lore_angry.wav,1.7023838781027278
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_lose_angry.wav,1.6754730892111085
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_lot_angry.wav,1.6126402883591382
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_love_angry.wav,1.5624231998033915
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_luck_angry.wav,1.6131318096174325
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_make_angry.wav,1.6333251413123617
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_match_angry.wav,1.6846891128041288
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_merge_angry.wav,1.6236585565659047
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_mess_angry.wav,1.6950520193331695
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_met_angry.wav,1.5086425821250102
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_mill_angry.wav,1.5349799295486197
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_mob_angry.wav,1.53055623822397
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_mode_angry.wav,1.4751781764561318
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_mood_angry.wav,1.5651265667240108
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_moon_angry.wav,1.5067584173015482
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_mop_angry.wav,1.3901859588760548
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_mouse_angry.wav,1.648767100843778
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_nag_angry.wav,1.4602686982878677
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_name_angry.wav,1.5427213893667568
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_near_angry.wav,1.519947571065782
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_neat_angry.wav,1.6773982141394281
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_nice_angry.wav,1.6225116736298846
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_note_angry.wav,1.4273367739821414
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_numb_angry.wav,1.5760219546162038
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_pad_angry.wav,1.5480871631031377
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_page_angry.wav,1.5063078561481118
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_pain_angry.wav,1.5461620381748178
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_pass_angry.wav,1.6294748914557222
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_pearl_angry.wav,1.4948799868927665
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_peg_angry.wav,1.57725075776194
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_perch_angry.wav,1.6798558204309002
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_phone_angry.wav,1.5764725157696404
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_pick_angry.wav,1.613008929302859
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_pike_angry.wav,1.6124764479397067
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_pole_angry.wav,1.577209797657082
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_pool_angry.wav,1.3765462439583844
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_puff_angry.wav,1.4820594740722537
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_rag_angry.wav,1.6037929057098386
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_raid_angry.wav,1.5679937740640617
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_rain_angry.wav,1.5053657737363808
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_raise_angry.wav,1.6311952158597527
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_rat_angry.wav,1.5362496927992135
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_reach_angry.wav,1.608912918817072
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_read_angry.wav,1.527074629311051
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_red_angry.wav,1.6897272057016466
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_ring_angry.wav,1.5287539936102237
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_ripe_angry.wav,1.7383468501679364
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_road_angry.wav,1.5683214549029245
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_room_angry.wav,1.5399361022364217
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_rose_angry.wav,1.8602850823298107
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_rot_angry.wav,1.371712951585156
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_rough_angry.wav,1.7206520848693372
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_rush_angry.wav,1.6526173507004178
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_said_angry.wav,1.4669042352748423
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_sail_angry.wav,1.667772589497829
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_search_angry.wav,1.6961169820594741
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_seize_angry.wav,1.7590726632260179
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_sell_angry.wav,1.41468010158106
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_shack_angry.wav,1.4904153354632588
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_shall_angry.wav,1.6786270172851643
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_shawl_angry.wav,1.527402310149914
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_sheep_angry.wav,1.6750634881625297
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_shirt_angry.wav,1.6577783239125092
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_should_angry.wav,1.599614975014336
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_shout_angry.wav,1.3981322192184813
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_size_angry.wav,1.5860162202015238
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_soap_angry.wav,1.6960350618497584
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_soup_angry.wav,1.5933071188662242
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_sour_angry.wav,1.7386335709019416
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_south_angry.wav,1.5181453264520357
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_sub_angry.wav,1.3749078397640697
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_such_angry.wav,1.672483001556484
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_sure_angry.wav,1.4277873351355779
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_take_angry.wav,1.459777177029573
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_talk_angry.wav,1.52056197263865
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_tape_angry.wav,1.6835831899729663
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_team_angry.wav,1.6066191529450315
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_tell_angry.wav,1.6309494552306054
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_thin_angry.wav,1.5652084869337266
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_third_angry.wav,1.377938887523552
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_thought_angry.wav,1.506840337511264
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_thumb_angry.wav,1.5925288768739247
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_time_angry.wav,1.631359056279184
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_tip_angry.wav,1.3350946178422216
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_tire_angry.wav,1.6540099942655853
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_ton_angry.wav,1.4978700745473907
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_tool_angry.wav,1.5092160235930203
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_tough_angry.wav,1.4664536741214058
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_turn_angry.wav,1.50057344146801
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_vine_angry.wav,1.4898009338903908
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_voice_angry.wav,1.5890882280658638
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_void_angry.wav,1.54419595314164
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_vote_angry.wav,1.547308921110838
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_wag_angry.wav,1.576267715245351
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_walk_angry.wav,1.585606619152945
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_wash_angry.wav,1.8023674940607848
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_week_angry.wav,1.5603342344556401
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_wheat_angry.wav,1.5331367248300156
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_when_angry.wav,1.6378717129515852
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_which_angry.wav,1.4251658884246743
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_whip_angry.wav,1.288031457360531
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_white_angry.wav,1.4768985008601623
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_wife_angry.wav,1.7041451626116162
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_wire_angry.wav,1.5955599246334071
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_witch_angry.wav,1.5129024330302285
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_yearn_angry.wav,1.627672646841976
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_yes_angry.wav,1.5469402801671173
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_young_angry.wav,1.5371098550012288
angry,../data/tess/TESS Toronto emotional speech set data/OAF_angry\OAF_youth_angry.wav,1.5828213320226099
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_back_disgust.wav,2.260342426476612
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_bar_disgust.wav,2.2729581387728355
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_base_disgust.wav,2.4973785532890966
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_bath_disgust.wav,2.3139592037355614
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_bean_disgust.wav,2.3463586466781354
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_beg_disgust.wav,2.3899401982469075
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_bite_disgust.wav,2.3955107725075777
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_boat_disgust.wav,2.2053330056524945
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_bone_disgust.wav,2.214876710084378
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_book_disgust.wav,2.13393954288523
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_bought_disgust.wav,2.399811583517654
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_burn_disgust.wav,2.204513803555337
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_cab_disgust.wav,2.4378635209306134
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_calm_disgust.wav,2.4497009912345376
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_came_disgust.wav,2.2948717948717947
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_cause_disgust.wav,2.5178995658228884
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_chain_disgust.wav,2.3499221758007702
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_chair_disgust.wav,2.2728762185631197
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_chalk_disgust.wav,2.3386581469648564
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_chat_disgust.wav,2.4431473744572787
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_check_disgust.wav,2.434013271073974
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_cheek_disgust.wav,2.5592692717293355
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_chief_disgust.wav,2.4757925780289995
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_choice_disgust.wav,2.4172196280822478
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_cool_disgust.wav,2.4210698779388875
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_dab_disgust.wav,2.40910952732039
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_date_disgust.wav,2.5356352912263453
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_dead_disgust.wav,2.410051609732121
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_death_disgust.wav,2.4007946260342425
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_deep_disgust.wav,2.4027197509625626
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_dime_disgust.wav,2.4742770541492587
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_dip_disgust.wav,2.220447284345048
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_ditch_disgust.wav,2.6940689768165806
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_dodge_disgust.wav,2.4091914475301057
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_dog_disgust.wav,2.3459490456295566
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_doll_disgust.wav,2.322929466699435
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_door_disgust.wav,2.422380601294339
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_fail_disgust.wav,2.5091341033833046
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_fall_disgust.wav,2.3926435651675266
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_far_disgust.wav,2.5335872859834523
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_fat_disgust.wav,2.3457442451052675
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_fit_disgust.wav,2.103342344556402
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_five_disgust.wav,2.449741951339395
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_food_disgust.wav,2.1918571311542556
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_gap_disgust.wav,2.3654870156467602
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_gas_disgust.wav,2.406570000819202
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_gaze_disgust.wav,2.634472024248382
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_germ_disgust.wav,2.570615220774965
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_get_disgust.wav,2.179937740640616
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_gin_disgust.wav,2.4043171950520192
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_goal_disgust.wav,2.4182436307036945
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_good_disgust.wav,2.4325387072990905
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_goose_disgust.wav,2.3391496682231505
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_gun_disgust.wav,2.4765298599164414
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_half_disgust.wav,2.2121733431637587
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_hall_disgust.wav,2.29458507413779
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_hash_disgust.wav,2.6082985172442044
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_hate_disgust.wav,2.387687392479725
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_have_disgust.wav,2.462357663635619
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_haze_disgust.wav,2.3585647579257802
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_hire_disgust.wav,2.077414598181371
disgust,../data/tess/TESS Toronto emotional speech set data/OAF_disgust\OAF_hit_disgust.wav,2.3697468665519783
